Block,Lot,FiledDate
1118,014,2017-05-12
1118,015,2017-05-12
0241,027,2017-05-15
4088,005,2017-05-16
7295,038,2017-05-16
3534,020,2017-05-16
2047,045,2017-05-16
0771,025,2017-05-16
0508,007,2017-05-17
0014,001,2017-05-17
1481,001C,2017-05-17
4266,036,2017-05-18
3708,096,2017-05-18
5342,002,2017-05-18
0670,011,2017-05-18
5342,002,2017-05-18
5309,032,2017-05-18
3281,020D,2017-05-22
0676,057,2017-05-22
1374,020B,2017-05-23
1374,020B,2017-05-23
6148,038,2017-05-23
0241,025,2017-05-23
0564,070,2017-05-24
7544,105,2017-05-24
2001,015,2017-05-24
3719,018,2017-05-24
3736,183,2017-05-24
0520,010,2017-05-25
0520,010,2017-05-25
0520,010,2017-05-25
3517,034,2017-05-25
0241,025,2017-05-26
0241,025,2017-05-26
0284,004,2017-05-30
2805,017,2017-05-30
3537,044,2017-05-31
3537,044,2017-05-31
3281,028,2017-05-31
6588,007D,2017-06-01
3753,130,2017-06-01
3252,001,2017-06-01
2448,003G,2017-05-31
1023,010,2017-06-01
1450,023,2017-06-01
0310,002,2017-06-01
0125,015,2017-06-02
6531,009,2017-06-02
1648,026,2017-06-02
1648,026,2017-06-02
1648,026,2017-06-02
5610,022,2017-06-05
1476,009,2017-06-06
2673,024,2017-06-08
1933,023,2017-06-09
1647,016A,2017-06-12
3273,022A,2017-06-12
1037,047,2017-06-13
0328,001,2017-06-13
2311,002,2017-06-13
3180,005,2017-06-14
0039,101,2017-06-14
3548,073,2017-06-14
5745,060,2017-06-15
2524,014,2017-06-15
3717,001,2017-06-15
3533,021,2017-06-15
3571,017,2017-06-16
1381,022,2017-06-16
1207,005,2017-06-16
0950,016,2017-06-19
0310,001,2017-06-19
5669,024,2017-06-20
2418,007,2017-06-20
3575,066,2017-06-20
3553,049,2017-06-20
0821,041,2017-06-20
3553,049,2017-06-20
2334A,024,2017-06-22
0099,016,2017-06-23
0099,016,2017-06-23
3558,093,2017-06-23
3721,120,2017-06-23
0515,006,2017-06-26
1550,054,2017-06-26
1550,055,2017-06-26
7010,003,2017-06-26
0713,061,2017-06-26
6545,013A,2017-06-26
0936,018D,2017-06-27
0056,007,2017-06-27
2367,012,2017-06-27
0314,016,2017-06-27
0293,013,2017-06-27
0918,002M,2017-06-29
3707,025,2017-06-29
0331,010,2017-06-30
0121,003,2017-06-30
1275,037,2017-06-30
1684,001,2017-06-30
1202,002J,2017-06-30
0974,023,2017-07-03
5650,029,2017-07-05
6274,024,2017-07-06
3609,022,2017-07-06
3741,032,2017-07-06
0241,025,2017-07-11
1080,028,2017-07-11
1080,028,2017-07-11
0289,004,2017-07-11
5291,028,2017-07-11
2016,010,2017-07-11
0620,010,2017-07-12
3720,009,2017-07-12
1768,018,2017-07-12
6574,022,2017-07-12
2886,025,2017-07-12
3733,079,2017-07-13
6464,012,2017-07-13
1588,001D,2017-07-17
5634,003,2017-07-17
1760,007,2017-07-17
6046,013,2017-07-17
4831,011,2017-07-17
2413,031,2017-07-17
3709,019,2017-07-18
8721,029,2017-07-18
8721,033,2017-07-18
0324,024,2017-07-18
6555,037,2017-07-19
0629,064,2017-07-19
4812,028,2017-07-19
6464,012,2017-07-19
0134,025,2017-07-19
1188,013,2017-07-19
1188,013,2017-07-19
0151,066,2017-07-19
1775,052,2017-07-20
1019,001B,2017-07-20
1202,002J,2017-07-20
3621,050,2017-07-20
4812,029,2017-07-20
4812,027,2017-07-20
7072,027,2017-07-21
1413,039A,2017-07-21
1413,039A,2017-07-21
2196,042C,2017-07-21
1013,052,2017-07-21
1013,022,2017-07-21
5370,061,2017-07-21
0821,071,2017-07-21
0235,022,2017-07-24
0498,020,2017-07-24
6519,011,2017-07-25
4035,005,2017-07-25
0494,015,2017-07-25
0494,015,2017-07-25
0291,012,2017-07-25
0291,012,2017-07-25
0291,012,2017-07-25
0291,012,2017-07-25
1768,001,2017-07-25
1768,001,2017-07-25
5330,038,2017-07-25
6549,009,2017-07-26
3753,076,2017-07-26
1636,042,2017-07-26
0157,058,2017-07-26
3763,105,2017-07-27
0667,010,2017-07-27
1190,001N,2017-07-27
5386,012A,2017-07-27
0942,009,2017-07-27
4353,010,2017-07-27
6501,017,2017-07-27
3716,021,2017-07-27
2626,016,2017-07-27
3528,001,2017-07-27
2338A,005,2017-07-27
2028,013,2017-07-28
2028,013,2017-07-28
6582,021,2017-07-28
1284,009,2017-07-28
0821,040,2017-07-28
4109,001,2017-07-28
3154,045,2017-07-28
5616,027,2017-07-31
2630,006,2017-07-31
5936,016,2017-07-31
4099,065,2017-07-31
1309,012,2017-07-31
3733,020,2017-07-31
3562,008,2017-07-31
1517,021A,2017-07-31
0253A,023,2017-07-31
2402,016,2017-08-01
3784,080,2017-08-01
4755,041,2017-08-01
6907,005,2017-08-03
6306,007,2017-08-03
2017,024,2017-08-03
2665,004,2017-08-03
0292,008,2017-08-03
3784,080,2017-08-03
3784,080,2017-08-03
0986,003,2017-08-03
3775,015,2017-08-03
0328,001,2017-08-04
0295,006,2017-08-04
0171,068,2017-05-03
2367,012,2017-08-04
0101,004,2017-08-04
6081,026,2017-08-04
1924,091,2017-08-04
0662,014,2017-08-04
3169,002,2017-08-04
3907,005,2017-08-04
0220,021,2017-08-04
3206,027,2017-08-04
1519,038,2017-08-04
0925,026,2017-08-07
6087,027,2017-08-07
3751,155,2017-08-07
0467A,014,2016-09-14
3763,001,2016-09-14
5810,044,2016-09-14
0213,016,2016-09-14
0828,001,2016-09-14
0663,003,2016-09-14
0134,027,2016-09-14
0720,028,2016-09-14
2322,005,2016-09-14
7042A,019,2016-09-14
5664,019,2017-08-07
3718,026,2017-08-07
0291,012,2017-08-07
0355,008,2017-08-07
2773,001A,2017-08-08
1174,003,2017-08-08
1174,003,2017-08-08
0301,008,2017-08-08
3962,008,2017-08-08
1511,040,2017-08-08
3707,062,2017-08-08
5657,038,2017-08-08
5403,036,2017-08-08
6720,066,2017-08-08
1931,051,2017-08-08
1931,052,2017-08-08
0504,001,2016-09-14
1544,053,2016-09-15
0744,019,2016-09-15
2629,044,2016-09-15
2629,044,2016-09-15
1154,006A,2016-09-15
0187,037,2016-09-15
3567,005,2016-09-15
3567,005,2016-09-15
0148,026,2016-09-15
7550,102,2016-09-15
7550,102,2016-09-15
0062,032,2017-08-09
3777,027,2017-08-09
7550,102,2016-09-15
7546,102,2016-09-15
7546,102,2016-09-15
7546,102,2016-09-15
7546,102,2016-09-15
0749,006A,2016-09-15
0523,015,2016-09-15
0825,035,2016-09-15
1506,001,2016-09-15
6656,031,2016-09-15
1036,019,2016-09-15
0673,001,2016-09-15
6693,021,2017-08-09
0472,020,2017-08-09
0013,005,2017-08-10
0719,002,2017-08-10
5368,038,2017-08-10
0297,028,2017-08-10
7539,028,2017-08-10
7539,033,2017-08-10
7539,029,2017-08-10
7539,030,2017-08-10
7539,031,2017-08-10
7539,032,2017-08-10
0264,004,2017-08-10
4082,010,2017-08-10
6191,043,2017-08-10
1266,012,2017-08-10
0322A,198,2017-08-10
8721,010,2017-08-10
0510,006,2017-08-10
3725,066,2017-08-10
0849,016,2017-08-10
0849,016,2017-08-10
0849,016,2017-08-10
1084,001B,2017-08-10
0849,016,2017-08-10
0969,006,2017-08-10
1075,001,2017-08-10
2823B,006,2017-08-10
1015,016,2017-08-10
1015,016,2017-08-10
1177,028,2017-08-10
1177,028,2017-08-10
0969,005,2017-08-10
0950,016,2017-06-19
0950,016,2017-06-19
5287,002,2017-08-10
1104,014,2017-08-10
3621,094,2017-08-10
2101,046,2017-08-10
0259,026,2017-08-10
0259,026,2017-08-10
0648,097,2017-08-10
1913,041,2017-08-10
3652,042,2017-08-10
2005,001,2017-08-10
1177,019,2017-08-10
3642,042,2017-08-10
6632,001,2017-08-10
0510,004,2017-08-10
1510,024,2017-08-10
1242,001,2017-08-10
3559,009,2017-08-10
1561,017B,2017-08-10
3617,036,2017-08-10
1512,011,2017-08-10
2062,011,2017-08-10
1242,002,2017-08-11
0241,025,2017-08-11
6690,033,2017-08-11
0315,003,2017-08-11
4210,019,2017-08-11
0235,022,2017-08-11
0313,008,2017-08-11
0852,044,2017-08-11
0285,005,2017-08-11
4016,001,2017-08-11
5527,034,2017-08-11
0852,045,2017-08-11
4094,032,2017-08-11
0994,001,2017-08-11
6564,028,2017-08-11
2805,017,2017-08-11
6556,012B,2017-08-11
0621,012,2017-08-11
1385,088,2017-08-11
1226,006,2017-08-11
3086,028,2017-08-11
7259,005,2017-08-11
2397,020,2017-08-11
3731,117,2017-08-11
0355,008,2017-08-11
1580,005C,2017-08-11
3597,012,2017-08-11
6513,016,2017-08-11
2630,017,2017-08-11
6618,031B,2017-08-11
3554,007,2017-08-11
1365,011,2017-08-11
2630,018,2017-08-11
2630,018,2017-08-11
3100,020,2017-08-11
1168,040,2017-08-11
3763,019,2017-08-11
1524,002,2017-08-11
1505,008,2017-08-11
0067,003A,2017-08-11
4022,022,2017-08-11
1085,039,2017-08-11
1006,011,2017-08-11
0062,042,2017-08-09
5966,006B,2017-08-11
0259,029,2017-08-11
0052,014,2017-08-11
0052,014,2017-08-11
0052,014,2017-08-11
0830,006A,2017-08-11
3718,025,2017-08-11
4274,001,2017-08-11
0847,009,2017-08-11
4160,003,2017-08-11
3933,001,2017-08-11
3729,056,2017-08-11
1155,043,2017-08-11
1155,042,2017-08-11
0105,022,2017-08-11
7091,047,2017-08-11
3507,040,2017-08-11
0119,009,2017-08-11
0247,014,2017-08-11
0471,003,2017-08-11
0962,008A,2017-08-11
4172,004,2017-08-11
4172,004,2017-08-11
2120B,018,2017-08-10
2120B,017,2017-08-10
6758,032,2017-08-14
1142,011,2017-08-14
0047C,101,2017-08-14
2771,067,2017-08-14
3775,093,2017-08-14
7513,008,2017-08-14
1563,017,2017-08-14
6571,051,2017-08-14
6571,051,2017-08-14
1507,017C,2017-08-14
1443,039,2017-08-14
1563,017,2017-08-14
3001B,019,2017-08-14
6555,004,2017-08-14
2410,021,2017-08-14
5638,032,2017-08-14
7520,032,2017-08-14
1869,003,2017-08-14
2751,013,2017-08-14
1416,010,2017-08-14
0210,027,2017-08-14
7262,008,2017-08-14
1555,033,2017-08-14
1544,013,2017-08-14
1194,028,2017-08-14
0554C,109,2017-08-14
3637,027,2017-08-14
3602,051,2017-08-14
0963,011,2017-08-14
3642,056,2017-08-14
6006,017,2017-08-14
0269,028,2017-08-14
1271,011,2017-08-14
6976,001,2017-08-14
0269,028,2017-08-14
3176,006,2017-08-14
0947,022,2017-08-14
0947,022,2017-08-14
6656,059,2017-08-14
0720,037,2017-08-14
6656,059,2017-08-14
2130A,006I,2017-08-14
1580,005C,2017-08-11
3738,018,2017-08-14
1862A,019,2017-08-14
3549,027,2017-08-14
0151,043,2017-08-14
7274,032,2017-08-14
1153,006,2017-08-14
7106,052,2017-08-14
0959,006A,2017-08-14
1933,011,2017-08-14
1550,045,2017-08-14
3716,021,2017-08-14
3541,030,2017-08-14
3541,030,2017-08-14
3541,030,2017-08-14
6092,018,2017-08-14
0586,010,2017-08-14
0619,012,2017-08-14
2338A,005,2017-08-14
3638,030,2017-08-14
5342,013B,2017-08-14
0472,034,2017-08-14
0178,001,2017-08-15
0179,021,2017-08-15
0226,010,2017-08-15
0940,018,2017-08-15
0940,018,2017-08-15
3514,053,2017-08-15
3554,007,2017-08-15
4173,001,2017-08-15
5643,034,2017-08-15
3642,011A,2017-08-15
3642,015,2017-08-15
3580,025,2017-08-15
6006,017,2017-08-15
0768,035,2017-08-15
2623,083,2017-08-15
0209,005,2017-08-15
0516,020,2017-08-15
6282,010,2017-08-15
1931,030,2017-08-15
0215,001,2017-08-15
3703,162,2017-08-15
1354,009,2017-08-15
4075,008,2017-08-15
5539,027,2017-08-15
3615,052,2017-08-15
0644,001,2017-08-15
1535,023,2017-08-15
0101,012,2017-08-15
1131,010B,2017-08-15
1131,010B,2017-08-15
4019,016,2017-08-15
0502,018,2017-08-15
0520,012,2017-08-15
1210,016,2017-08-15
3583,065,2017-08-15
0151,087,2017-08-15
6084,025,2017-08-15
0779,014,2017-08-15
4913,011,2017-08-15
0813,008,2017-08-15
0978,015,2017-08-15
2653,012,2017-08-15
6250,037,2017-08-15
6602,030,2017-08-15
4172,022,2017-08-15
6578,009,2017-08-15
3588,046,2017-08-15
3588,046,2017-08-15
5617,042,2017-08-15
5627,042,2017-08-15
1226,006,2017-08-15
1226,006,2017-08-15
2979A,029,2017-08-15
1610,037,2017-08-15
1525,040B,2017-08-15
1177,019,2017-08-10
1193,035,2017-08-15
0127,094,2017-08-15
3581,023,2017-08-14
1058,001,2017-08-15
0127,096,2017-08-15
1058,001,2017-08-15
1036,035,2017-08-15
0222,161,2017-08-15
0222,161,2017-08-15
3616,212,2017-08-15
0127,076,2017-08-15
1067,009,2017-08-15
3616,212,2017-08-15
6656,031,2017-08-15
0964,007A,2017-08-15
1751,002,2017-08-15
1435,047,2017-08-15
2983,025,2017-08-15
3588,049P,2017-08-15
0259,026,2017-08-15
6556,005,2017-08-15
1381,036,2017-08-15
1381,036,2017-08-15
7014,001A,2017-08-15
4162,067,2017-08-15
3046,023,2017-08-15
2836,028,2017-08-15
4913,011,2017-08-15
0355,005,2017-08-15
0355,005,2017-08-15
1788,031,2017-08-15
0995,014,2017-08-16
1841,034A,2017-08-15
1841,034A,2017-08-15
0268,002,2017-08-16
1537,017,2017-08-16
0276,006,2017-08-16
3704,024,2017-08-16
1520,037,2017-08-16
3751,155,2017-08-16
6636,024,2017-08-16
3726,091,2017-08-16
3726,091,2017-08-16
5000,002,2017-08-16
2735,029,2017-08-16
0513,009,2017-08-16
3585,134,2017-08-16
2378,037,2017-08-16
3569,041,2017-08-16
0228,038,2017-08-16
3779,231,2017-08-16
0927,035,2017-08-16
3082,016,2017-08-16
2347,004G,2017-08-16
2347,004G,2017-08-16
2347,004G,2017-08-16
2347,004G,2017-08-16
2347,004G,2017-08-16
2347,004G,2017-08-16
2347,004G,2017-08-16
2347,004G,2017-08-16
2347,004G,2017-08-16
2347,004G,2017-08-16
0598,009,2017-08-16
1527,013,2017-08-16
0064,028,2017-08-16
0512,061,2017-05-16
0024,012,2017-08-16
0064,028,2017-08-16
4161,040,2017-08-16
1327,015A,2017-08-16
2653,012,2017-08-16
3755,107,2017-08-16
2330,006,2017-08-16
3977,020,2017-08-16
1382,029,2017-08-16
2618,028,2017-08-16
4938,004,2017-08-16
5259,034,2017-08-16
5259,034,2017-08-16
6528,026,2017-08-16
6528,026,2017-08-16
3603,026,2017-08-17
3775,015,2017-08-17
1000,018,2017-08-17
1545,001,2017-08-17
5230,018,2017-08-17
1312,017,2017-08-17
6507,013A,2017-08-17
1587,037,2017-08-17
1549,047,2017-08-17
1178,017,2017-08-17
3587,011,2017-08-17
0567,068,2017-08-17
2354,002,2017-08-17
6978,057,2017-08-17
6442,004,2017-08-17
4065,001C,2017-08-17
2706,046,2017-08-17
3513,207,2017-08-17
0930,017,2017-08-17
1623,025,2017-08-17
0304,001,2017-08-17
0248,013,2017-08-17
3199,007,2017-08-17
0859,012A,2017-08-17
3276,033,2017-08-18
6529,035,2017-08-18
0673,001,2016-09-15
2746,035,2016-09-15
1269,153,2016-09-15
0808,043,2016-09-15
1518,028,2016-09-15
1365,038,2016-09-16
3544,024,2016-09-16
3544,024,2016-09-16
0828,005,2016-09-16
1536,014,2016-09-16
1536,014,2016-09-16
0547,007,2017-08-18
3641,026,2017-08-21
1378,017,2017-08-21
7113,063,2015-02-18
2831,044,2017-08-22
1432,066,2017-08-23
1839,003,2017-08-25
1091,011,2017-08-25
0152,007,2017-08-25
0951,021C,2017-08-28
0217,005A,2016-09-16
6912,022,2016-09-16
6443,020,2016-09-16
5870,018,2016-09-16
0525,004,2016-09-16
0326,011,2016-09-16
4229,004,2016-09-19
5501,035,2016-09-19
4071,034,2016-09-19
1542,005,2016-09-19
1542,005,2016-09-19
0052,136,2017-08-29
0326,023,2016-09-19
0196,015,2016-09-19
0752,001,2016-09-19
1428,031,2016-09-19
5613,031,2016-09-19
2688,025,2016-09-20
3590,030,2016-09-20
3590,030,2016-09-20
2987,006,2016-09-20
5610A,038,2016-09-20
3070,017,2017-08-29
0548,025A,2017-08-29
0664,029,2017-08-29
0251,004,2017-08-30
1224,070,2017-08-30
3032A,022,2017-08-30
0344,003,2017-08-31
0282,003,2017-08-31
1555,017,2017-09-05
1211,018,2017-09-06
3653,064,2017-09-06
1167,001,2017-09-07
6124,014,2017-09-08
3958,006,2017-09-08
1250,031,2017-09-08
1268,058,2017-09-11
3633,074,2017-09-11
1247,013,2017-09-11
0278,019,2017-09-12
5519,041,2017-09-12
7091,014,2017-09-12
1227,005,2017-09-12
0562,036,2017-09-12
1267,052,2017-08-15
5808,010,2017-09-13
0512,036,2017-09-13
1548,044,2017-09-14
3554,019,2017-09-18
0100,027,2017-09-18
1667,045,2017-09-18
0493,001E,2017-09-18
2949A,031,2017-09-19
3027A,094,2017-09-19
6050,025,2017-09-19
0278,001,2017-09-20
0028,006B,2017-09-20
0262,020,2017-09-22
3092,072,2017-09-22
3087,018,2017-09-22
3059,006,2017-09-25
6561,018A,2017-09-25
1009,009,2017-09-25
0025,024,2017-09-26
3729,086,2017-09-26
3622,007,2017-09-26
1223,014,2017-09-26
4212,002,2017-09-26
1806,054,2017-09-28
3749,047,2017-09-29
7021,008,2017-09-29
0292,008,2017-09-29
0651,023,2017-09-29
3725,049,2017-09-29
0074,048,2017-10-02
1925,004E,2017-10-02
1848,005,2017-10-02
2130A,003,2017-10-03
2330,006,2017-10-03
1203,005,2017-10-04
5357,022A,2017-10-04
4152,013,2017-10-04
1593,032,2017-10-04
0597,011,2017-10-05
0090,008,2017-10-05
1063,030,2017-10-05
0351,001,2017-10-05
5438,022,2017-10-06
0291,012,2017-10-10
0822,036,2017-10-10
2919A,015,2017-10-10
1731,025,2017-10-10
6604,015,2017-10-10
5650,006,2017-10-10
0208,012,2017-10-11
0523,016A,2017-10-11
0807,010,2017-10-11
0536,031,2017-10-12
6529,014,2017-10-12
5353A,012,2017-10-12
6533,039,2017-10-16
2170,038,2017-10-16
4211,011,2017-10-16
2362,022,2017-10-16
0969,006,2017-10-16
0664,036,2017-10-17
2192,004B,2017-10-17
2755,001A,2017-10-18
4700,041,2017-10-19
1040,075,2017-10-19
2802,050,2017-10-19
3645,007,2017-10-19
1624,005K,2017-10-20
3744,002,2017-10-20
1827,009,2017-10-20
2979,013A,2017-10-20
1870,023,2017-10-23
0498,020,2017-10-23
1848,031,2017-10-24
5450,017,2017-10-25
0214,014,2017-10-26
1211,023,2017-10-26
3914,001,2017-10-27
6247,042,2017-10-27
3207,005,2017-10-27
1612,006,2017-10-27
1464,006,2017-10-27
0282,009,2017-10-30
1761,030,2017-10-30
4789,002A,2017-10-30
0515,006,2017-10-31
1654,023,2017-10-31
0665,004,2017-10-31
1379,041,2017-11-01
4096,013,2017-11-02
4009,008A,2017-11-02
3603,026,2017-11-02
1444,015,2017-11-02
0937,031,2017-11-03
1770,041,2017-11-03
6726,015,2017-11-06
2607,033,2017-11-06
3642,012B,2017-11-06
1268,008,2017-11-07
6580,035,2017-11-07
0851,013,2017-11-07
1914,010A,2017-11-08
0547,007,2017-11-08
1509,016,2017-11-08
2767,022,2017-11-10
3774,173,2017-11-13
6747,016,2017-11-13
0621,008,2017-11-13
0979,010,2017-11-15
6786,079,2017-11-15
3581,010,2017-11-16
1015,020,2017-11-16
3609,078,2017-11-16
1751,024,2017-11-17
0349,014,2017-11-20
3554,019,2017-11-21
3542,028,2017-11-21
1731,038,2017-11-21
3546,026,2017-11-21
1259,013,2017-11-21
0994,005,2017-11-21
6526,023,2017-11-22
3027A,088,2017-11-22
4149,035,2017-11-22
0292,008,2017-11-22
5296,016,2017-11-22
0353,001,2017-11-27
0952,042,2017-11-27
0097,012,2017-11-30
4008,003,2017-11-30
0063,005,2016-12-01
4337,009A,2017-12-01
7275,027,2017-12-01
1530,028,2017-12-01
1636,009,2017-12-01
1190,001Q,2017-12-04
0305,013,2017-12-05
6969,001,2017-12-05
0187,010,2017-12-05
1787,013A,2017-12-06
3642,042,2017-12-06
0436C,004,2017-12-06
3730,118,2017-12-06
0534,037,2017-12-07
0047C,124,2017-12-08
1654,031,2017-12-08
3748,001,2017-12-08
1218,022,2017-12-12
6524,007,2017-12-12
0088,029,2017-12-13
0085,022,2017-12-13
0085,022,2017-12-13
6549,024A,2017-12-14
3545,029,2017-12-14
2772,048,2017-12-15
3503,003,2017-12-15
1261,006,2017-12-18
3779,132,2017-12-18
7137,010,2017-12-18
0649,014,2017-12-19
1183,079,2017-12-19
0807,010,2017-12-20
3998,021,2017-12-20
3276,017,2017-12-20
4991,086,2017-12-20
1234,010,2017-12-20
3590,015,2017-12-20
5231,004,2017-12-21
0474,055,2017-12-22
8721,010,2017-12-22
0872,012,2017-12-26
1204,030,2017-12-27
5384C,003A,2017-12-28
2975,020,2017-12-28
3525,065,2017-12-29
1806,021,2017-12-29
5882,028,2018-01-02
0828,026,2018-01-03
0119,009,2018-01-03
3794,025,2018-01-04
3735,005,2018-01-04
5654,035,2018-01-08
3720,009,2018-01-08
3708,096,2018-01-08
1841,036,2018-01-08
1542,041,2018-01-09
6651,005,2018-01-11
2613,024,2018-01-11
4045,003,2018-01-12
0538,052,2018-01-12
4173,001,2018-01-12
3704,068,2018-01-16
5515,026,2018-01-16
3722,007,2018-01-16
0929,012,2018-01-16
0488A,018,2018-01-16
7027B,006,2018-01-17
7072,032,2018-01-17
1344,062,2018-01-17
0171,037,2018-01-18
5517,033,2018-01-18
0268,019,2018-01-19
3569,017,2018-01-19
1633,039,2018-01-22
3608,042,2018-01-22
0492,004,2018-01-22
2334A,028,2018-01-23
1234,010,2018-01-24
4262,008A,2018-01-24
5618,007,2018-01-25
3705,042,2018-01-26
3532,056A,2018-01-26
1155,005,2018-01-29
0981,026A,2018-01-29
6723,010,2018-01-29
2784,047,2018-01-30
1191,060,2018-01-31
6535,058,2018-01-31
0278,001,2018-01-31
0256,029,2018-01-31
1085,040,2018-01-31
0974,010,2018-02-01
0850,003,2018-02-01
1258,020,2018-02-02
0222,161,2018-02-02
2053,038,2018-02-02
3597,059,2018-02-05
0561,034,2018-02-02
0562,017,2018-02-02
0578,011A,2018-02-05
1055,010,2018-02-05
1555,033,2018-02-06
0509,009,2018-02-06
4210,005,2018-02-06
1571,005L,2018-02-06
0543,012,2018-02-07
0333,015,2018-02-07
6501,002,2018-02-07
1605,009,2018-02-07
1730,005,2018-02-07
1307,001V,2018-02-08
3787,126,2018-02-08
5607,047,2018-02-08
3717,020,2018-02-09
3732,561,2018-02-09
0642,013,2018-02-09
0798,023,2018-02-09
6563,060,2018-02-09
6531,006,2018-02-09
0806,010,2016-09-20
3996,007,2016-09-13
0835,001,2016-09-20
0835,001,2016-09-20
6539,004,2016-09-20
1467,022,2016-09-20
0785,029,2013-03-27
3985,024,2013-06-19
1226,018,2013-06-24
3570,010,2013-08-29
6302,008,2013-08-08
3570,010,2013-08-29
1274,036,2013-11-21
1530,001,2013-12-12
3542,039,2013-12-13
1595,080,2014-02-21
0555,026,2014-02-24
0555,026,2014-02-24
0555,026,2014-02-24
0555,026,2014-03-25
0555,026,2014-03-25
6545,003,2014-04-02
1274,036,2014-05-09
0785,029,2014-06-10
1376,010,2014-06-09
3542,049,2014-06-16
3542,050,2014-06-16
3542,039,2014-06-16
0348,007,2014-07-08
3549,041,2014-07-18
3951,005,2014-07-29
0619,012,2014-07-17
1268,062,2014-08-04
6719,022,2014-10-22
1274,036,2014-10-31
0555,026,2014-11-04
0464A,028,2014-11-17
7117,049,2014-12-16
4096,114,2014-12-19
0124,030,2014-12-29
0464A,028,2015-02-03
1334,023,2015-02-13
3534,026A,2015-03-03
1684,004A,2015-03-05
0555,026,2015-03-27
6685,006A,2015-04-15
0076,002,2015-04-21
0076,002,2015-04-21
6508,037,2015-05-05
2617A,008,2015-05-18
7069,018C,2015-05-20
0824,001,2015-05-27
0655,013,2015-06-01
0555,026,2015-06-01
0555,026,2015-06-01
0463A,012A,2015-06-09
3518,020,2015-06-15
0555,026,2015-06-01
2607,021,2015-06-18
3748,029,2015-06-24
0555,026,2015-06-01
3702,054,2015-07-02
1367,065,2015-07-14
3590,065,2015-07-16
3702,054,2015-07-28
0085,055,2015-07-29
2189,022,2015-08-10
3731,084,2015-08-24
6639,015,2015-09-02
3639,032,2015-09-03
3748,029,2015-10-01
3512,008,2015-10-07
3000B,010,2015-10-08
2609,028,2015-10-15
2609,028,2015-10-15
0293,006,2015-10-15
1073,056,2015-10-14
0954,011,2015-10-16
3534,026A,2015-10-22
0078,039,2015-10-23
3542,028,2015-11-02
3728,089,2015-11-13
1045,006,2015-11-19
0310,002,2015-12-01
0040,018,2015-12-02
0324,024,2015-12-11
1448,038,2015-12-09
3754,058,2015-12-28
0555,026,2016-01-11
0555,026,2016-01-11
2842,008,2016-01-11
6235,018,2016-01-14
1720,033,2016-01-15
0495,001B,2016-01-21
1720,033,2016-02-02
0954,011,2016-02-09
0040,018,2016-02-16
5933,004B,2016-02-17
3788,009A,2016-02-19
3510,058,2016-02-19
4045,003,2016-02-25
3737,030,2016-02-26
0925,031,2016-03-07
2842,008,2016-03-09
4045,003B,2016-03-10
3735,008,2016-03-11
3707,051,2016-03-14
2370,054,2016-03-15
0275,005,2016-03-16
1066,057,2016-03-16
2847,054,2016-03-14
4210,024,2016-03-31
0950,016,2016-04-05
0950,016,2016-04-05
0950,016,2016-04-05
0855,016,2016-04-07
0954,011,2016-04-13
0040,018,2016-04-22
2823A,041,2016-04-25
0221,003,2016-04-25
3732,109,2016-04-28
2617A,008,2016-04-29
7331,127,2016-05-04
7331,128,2016-05-04
2847,054,2016-05-06
0289,004,2016-05-10
3616,009,2016-05-09
3617,036,2016-05-13
3544,038,2016-05-20
3516,018,2016-05-27
0324,024,2016-05-27
0310,002,2016-05-27
1422,009,2016-05-26
2752,027,2016-05-27
2752,027,2016-05-27
0670,024,2016-05-31
3583,101,2016-06-03
6021,010,2016-06-03
3710,020,2016-06-08
4023,019,2016-06-08
6502,026,2016-06-09
4210,024,2016-06-10
0555,026,2016-06-16
0040,018,2016-06-20
2842,008,2016-06-21
0228,015,2016-06-20
2646,039,2016-06-30
0324,024,2016-06-30
0288,010,2016-06-30
2713,002B,2016-07-01
0259,026,2016-07-07
5518,001,2016-07-18
5518,001,2016-07-18
3077,026,2016-07-18
5952,002,2016-07-22
2436,002,2016-07-25
3508,001,2016-07-26
0104,025,2016-07-29
0463A,017,2016-08-01
3639,006,2016-07-29
3585,134,2016-08-03
3783,001,2016-08-08
0785,051,2016-08-08
1258,001,2016-08-09
0288,001,2016-08-10
6452,012,2016-08-10
1576,005A,2016-08-11
3583,099,2016-08-16
2752,027,2016-08-17
1381,038,2016-08-18
1246,018,2016-08-22
3718,026,2016-08-23
3718,026,2016-08-23
3718,026,2016-08-23
3718,026,2016-08-23
6435,010,2016-08-24
3718,026,2016-08-25
3597,001,2016-08-26
3544,038,2016-08-31
3542,061,2016-09-01
2954A,009A,2016-09-02
1676,001H,2016-09-02
6525,045,2016-09-07
2617A,008,2016-09-07
0122,027D,2016-09-13
0803,008,2016-09-20
0803,008,2016-09-20
2356,029,2016-09-21
2395,007,2016-09-22
3721,120,2016-09-23
0158,026,2016-09-23
0674,019,2016-09-20
5616,057,2016-09-28
5616,057,2016-09-28
5505,004,2016-09-28
0128,021,2016-09-30
1904,001,2016-09-30
2503A,005,2016-10-03
0150,027,2016-08-17
0134,025,2016-10-05
5616,057,2016-10-11
5616,057,2016-10-11
3258,027,2016-10-12
1137,017,2016-10-14
0309,019,2016-10-14
6589,002O,2016-10-14
0804,001,2016-10-14
0472,005,2016-10-25
2779,006,2016-10-27
